1,200,292,899,"56 FORD HARDTOP","HAS OPTIONAL T-BIRD ENGINE","PAINT A LITTLE FADED-ENGINE SOUNDS GOOD",3345,2.23,5.5,3,0,2.82,1.6,1,3.78,"FORD",7,56,""
2,205,265,898,"56 CHEVY BELAIR 2-DR HDTP","WAS AUTOMATIC-NOW 3-SPEED ON FLOOR","BODY LOOKS GOOD-MAKES A LITTLE VALVE NOISE",3218,2.23,5.5,3,0,2.94,1.68,1,3.55,"CHEV",7,56,""
3,200,277,895,"56 PLYMOUTH SAVOY HDTP","FACTORY V8-STICK","BODY AND INTERIOR SHOW WEAR BUT RUNS GOOD",3275,2.23,5.45,3,0,2.76,1.55,1,3.73,"MOPAR",7,56,""
4,240,324,1049,"56 OLDS 88 HOLIDAY HDTP","HAS OPTIONAL 4-BBL ENGINE AND FACTORY STICK","HAS SEEN BETTER DAYS BUT NO OBVIOUS MAJOR PROBLEMS",3715,2.23,5.4,3,0,2.65,1.51,1,3.6,"OLDS",7,56,""
5,225,331,900,"46 FORD CONVERTIBLE","HAS CHRYSLER 'HEMI' ENGINE AND MODIFIED DRIVE TRAIN","WHITE TOP AND NEW MAROON PAINT - LOOKS NICE",3442,2.23,5.8,3,0,2.59,1.55,1,4.1,"MOPAR",7,46,""
6,162,265,499,"55 CHEVY '150' 2-DR","A PLAIN CAR WITH V8, HEATER, RADIO AND MANY MILES","BODY IS PLAIN BUT LOOKS REASONABLY SOLID-RUST OVER HEADLIGHTS",3080,2.23,5.5,3,0,2.94,1.68,1,3.73,"CHEV",4,55,""
7,230,315,999,"56 DODGE HARDTOP","HAS SUPER RED-RAM V8--STICK--DUAL EXHAUST","ORIGINAL 3-TONE PAINT STILL LOOKS GOOD",3505,2.24,5.55,3,0,2.67,1.5,1,3.73,"MOPAR",7,56,""
8,210,312,979,"56 MERCURY MEDALIST HDTP","HAS FACTORY OVERDRIVE AND APPEARS TO BE IN GOOD SHAPE","NO ENGINE NOISE-PAINT A LITTLE FADED",3545,2.23,5.5,3,0,2.82,1.6,1,3.9,"FORD",7,56,""
9,230,330,1049,"56 DESOTO FIREDOME HDTP","HAS RARE FACTORY OVERDRIVE","DECENT PAINT AND INTERIOR AND RUNS GOOD",3865,2.23,5.6,3,0,2.59,1.49,1,4.11,"MOPAR",7,56,""
10,216,316,999,"56 PONTIAC STAR CHIEF CATALINA HDTP","IT IS RARE TO FIND A STAR CHIEF MODEL WITH STICK SHIFT","ONLY THE 2ND YEAR FOR THE V8 AND IT'S ALREADY BORED TO 317",3767,2.15,5.5,3,0,2.94,1.68,1,3.64,"PONT",7,56,"2.94"
11,191,241,800,"41 FORD SUPER DELUXE COUPE","OWNER USED THE DODGE 'MINI-HEMI' BECAUSE IT WAS A CHEAP WAY TO GET HEMI POWER","BUT THE SMALL DISPLACEMENT ENGINE CAN'T PRODUCE THE POWER HE WANTS",3114,2.23,5.5,3,0,2.82,1.6,1,4.11,"MOPAR",6,41,""
12,194,303,800,"49 FORD COUPE","HAS MODIFIED 51 OLDS V8 AND STICK SHIFT","CLEAN BODY AND DECENT INTERIOR",3074,2.23,4.8,3,0,2.65,1.51,1,4.1,"OLDS",5,49,""
13,182,272,499,"55 FORD 4-DOOR","HAS PLAIN 'MAINLINE' BODY WITH SINGLE SPOTLIGHT","PROBABLY SAW SERVICE AS A POLICE CAR - HAS OPTIONAL V8 ENGINE",3216,2.23,5.4,3,0,2.82,1.6,1,3.78,"FORD",3,55,""
14,170,259,699,"56 STUDEDBAKER 'POWER HAWK'","A NO FRILLS 'POST' VERSION OF THE ORIGINAL DESIGN - HAS OPTIONAL OVERDRIVE","THE LEAST EXPENSIVE 'HAWK' V8 AVAILABLE IN 1956 - ABOUT 7000 MADE",3095,2.23,5.4,3,0,2.57,1.55,1,4.56,"STUD",6,56,""
15,202,324,399,"52 OLDS SUPER 88 HDTP","FACTORY STICK WITH '55 ENGINE","NICE LOOKING CAR WITH MANY MILES",3640,2.23,5.4,3,0,2.65,1.51,1,3.9,"OLDS",7,52,""
16,180,265,699,"55 CHEVY 'NOMAD'","HAS P/S, P/B, POWERGLIDE AND POWERPACK V8 OPTION","NICE BUT NOT ADVERTISED AS 1-OWNER OR LOW MILEAGE",3480,2.23,5.2,2,0,2.94,1.88,1,3.55,"CHEV",8,55,""
17,140,235,899,"57 CHEVY '150' SEDAN","STOCK-AS-A-ROCK STICK 6 -- DECENT BODY AND INTERIOR","ENGINE SMOKES A LITTLE NOW - ONLY OPTION IS DELUXE HEATER",3216,2.15,5.5,3,0,2.94,1.68,1,3.55,"CHEV",4,57,""
18,220,283,1299,"57 CHEV B/A 4-DR SEDAN","HAS POWERPACK V8 AND POWERGLIDE TRANSMISSION","STILL LOOKS GOOD AND SEEMS TO RUN OK",3452,2.15,5.5,2,0,2.94,1.88,1,3.36,"CHEV",4,57,""

