1,250,348,1395,"58 IMPALA COUPE","A NICE LOOKING FACTORY STICK HARDTOP","ORIGINAL 348 ENGINE SOUNDS A LITTLE ROUGH",3633,2.15,5.6,3,0,2.21,1.33,1,4.11,"CHEV",7,58,""
2,255,370,1495,"58 PONTIAC CHIEFTAIN HDTP","SPECIAL REAR AXLE RATIO WAS A DEALER INSTALLED OPTION","LOOKS AND RUNS GOOD BUT MAY NEED A NEW CLUTCH SOON",3765,2.15,5.7,3,0,2.47,1.53,1,4.1,"PONT",7,58,""
3,265,332,1395,"58 FORD FAIRLANE 500 HDTP","HAS OPTIONAL 'INTERCEPTOR' V8 AND FACTORY STICK","LOOKS GOOD AND SEEMS TO RUN OK",3481,2.15,5.6,3,0,2.66,1.5,1,3.56,"FORD",7,58,""
4,305,350,1395,"58 PLYMOUTH HARDTOP","HAS 'GOLDEN COMMANDO' V8 ENGINE","ONLY REGISTERS 60xxx BUT ENGINE A LITTLE NOISY",3410,2.15,5.6,3,0,2.59,1.49,1,3.54,"MOPAR",7,58,""
5,340,354,1395,"57 DODGE 'D-500'","HAS DUAL-QUAD HEMI ENGINE","BODY STILL GOOD-ENGINE MAKES A LITTLE VALVE NOISE",3885,2.15,5.6,3,0,2.59,1.49,1,3.54,"MOPAR",7,57,""
6,185,283,995,"58 CHEVY BISCAYNE 2-DR SEDAN","HAS BASE V8 AND STANDARD TRANSMISSION","MANY MILES BUT LOOKS FAIR AND RUNS GOOD",3417,2.18,5.6,3,0,2.47,1.53,1,3.55,"CHEV",5,58,""
7,205,292,995,"58 FORD SEDAN","HAS BASE V8 AND FACTORY STICK","LOOKS NEAT AND WELL CARED FOR BUT MAKES SOME VALVE NOISE",3289,2.15,5.6,3,0,2.82,1.6,1,3.56,"FORD",4,58,""
8,312,371,1395,"57 OLDS 88 HOLIDAY HDTP","ADVERTISED AS 'J-2' (TRI-POWER) ENGINE IS ACTUALLY A 'J-2R'","THIS CAR IS A FACTORY STICK AND HAS PROBABLY BEEN RUN HARD",4119,2.15,5.6,3,0,2.65,1.51,1,3.63,"OLDS",7,57,""
9,190,272,795,"57 FORD CUSTOM 300 2-DR","A FACTORY V8 WITH STANDARD TRANSMISSION","LOOKS CLEAN BUT HAS MANY MILES",3289,2.15,5.2,3,2.56,2.82,1.6,1,3.56,"FORD",5,57,""
10,220,283,799,"57 CHEVY '150' 4-DR","HAS 'POWER PACK' ENGINE AND FACTORY STICK","PAINT IS POOR BUT BODY IS SOUND AND IT RUNS GOOD",3232,2.15,5.4,3,2.56,2.94,1.68,1,3.55,"CHEV",3,57,""
11,290,368,1395,"57 MERCURY MONTEREY HDTP","HAS RARE FACTORY STICK WITH OPTIONAL ENGINE","LOOKS AND RUNS GOOD",3990,2.15,5.6,3,0,2.66,1.5,1,3.56,"FORD",7,57,""
12,230,283,1249,"58 BELAIR 2-DR HDTP","A NICE LOOKING FACTORY STICK HARDTOP","'SUPER TURBO FIRE' 4-BBL V8 WITH FACTORY STICK",3458,2.15,5.6,3,0,2.47,1.51,1,3.55,"CHEV",7,58,""
13,220,283,1199,"57 CHEVY BELAIR HARDTOP","FACTORY POWERPACK - POWERGLIDE - POWER STEERING - POWER BRAKES","TWO-TONE PAINT - LOOKS GOOD AND SEEMS TO RUN OK",3484,2.15,5.5,2,0,2.94,1.88,1,3.36,"CHEV",7,57,""
14,162,265,899,"57 CHEVY '210' 2-DR SEDAN","HAS BASE V8 AND STANDARD TRANSMISSION","THE 'HIGHLAND GREEN' PAINT IS OXYDIZED BUT BODY IS SOUND",3221,2.15,5.5,3,0,2.94,1.68,1,3.55,"CHEV",5,57,""

