1,375,413,2495,"61 PLYMOUTH FURY HARDTOP","HAS RAM-INDUCTED DUAL QUAD ENGINE","BUILT FOR SERIOUS RACING AND HAS BEEN RUN HARD",3665,2.15,5.8,3,0,2.49,1.45,1,3.54,"MOPAR",7,61,""
2,375,390,2495,"61 FORD GALAXIE HARDTOP","HAS 4-BBL SOLID LIFTER 'THUNDERBIRD' ENGINE","LOOKS AND RUNS GOOD-SHOWS 40xxx MILES",3725,2.15,5.8,3,0,2.66,1.5,1,3.42,"FORD",7,61,""
3,385,389,2695,"61 PONTIAC CATALINA HDTP","HAS MODIFIED 389 ENGINE AND 4-SPEED","ALREADY HAS 'CHEATER SLICKS' SO YOU KNOW IT'S BEEN RACED",3700,2.15,7,4,2.2,1.66,1.31,1,4.1,"PONT",7,61,""
4,350,348,2499,"61 IMPALA HARDTOP","HAS 3x2 BBL HIGH PERFORMANCE 348 AND FACTORY 'MUNCIE' 4-SPEED","CAR REGISTERS ONLY 35,000 AND STILL FEELS TIGHT",3645,2.15,5.8,4,2.54,1.91,1.51,1,3.73,"CHEV",7,61,""
5,340,348,1999,"61 CHEV UTILITY SEDAN","THIS WAS A SPECIAL ORDER CAR THAT WAS TRADED IN EARLY","IT WAS OPTIONED FOR RACING BUT HAS LITTLE RESALE VALUE",3539,2.15,5.8,4,2.54,1.91,1.51,1,3.73,"CHEV",5,61,""
6,300,348,1295,"58 IMPALA HARDTOP","NOW HAS A 4-SPEED BUT HAD BEEN AUTOMATIC","ENGINE IS SOMEWHAT MODIFIED BUT THE BODY IS ONLY FAIR",3658,2.15,5.6,4,2.2,1.66,1.33,1,3.73,"CHEV",7,58,""
7,300,352,1000,"55 FORD FAIRLANE HDTP","SOMEONE HAS PAINSTAKINGLY STUFFED A 352 ENGINE IN THIS OLD FORD","IT IS A CLEAN CONVERSION WITH A 3-SPEED FLOOR SHIFT",3448,2.23,5.4,3,0,2.66,1.5,1,3.9,"FORD",7,55,""
8,162,265,895,"57 CHEVY 210 SEDAN","HAS FACTORY V8 AND STICK SHIFT","ALL ORIGINAL WITH VERY LITTLE RUST",3221,2.15,5.5,3,0,2.94,1.68,1,3.55,"CHEV",5,57,""
9,270,347,900,"55 PONTIAC CHIEFTAIN SEDAN","HAS '57 'STAR CHIEF' ENGINE AND CLOSE RATIO TRANSMISSION","A RARE FACTORY STICK BUT NOW HAS LATER ENGINE, TRANSMISSION AND FLOOR SHIFT",3586,2.15,5.5,3,0,2.21,1.33,1,3.63,"PONT",5,55,"2.94"
10,305,371,1000,"50 OLDS 88 HOLIDAY HDTP","A WELL PRESERVED 2-DR HARDTOP BODY","ORIGINALLY A HYDRAMATIC - NOW HAS A '58 ENGINE AND CHEVY 4-SPEED",3535,2.23,5.4,4,2.2,1.66,1.31,1,3.9,"OLDS",7,50,""
11,123,235,549,"55 CHEVY HARDTOP","ALL ORIGINAL 6-STICK WITH REASONABLE MILEAGE","A LITTLE TLC WILL MAKE THIS INTO A BEAUTY - ALL IT NEEDS IS POWER",3195,2.23,5.5,3,0,2.94,1.68,1,3.73,"CHEV",8,55,""
12,104,202,149,"53 HUDSON 'JET' 2-DR","ORIGINAL CAR WITH RADIO AND HEAT","SEEMS SOLID AND REASONABLY WELL CARED FOR",2695,2.23,5.2,3,0,2.7,1.6,1,4.09,"HUD",5,53,""
13,250,348,2099,"61 IMPALA HARDTOP","4-BBL 348 HAS FACTORY 'MUNCIE' 4-SPEED","JUST OVER A YEAR OLD BUT HAS 50,000 MILES",3645,2.15,5.8,4,2.54,1.91,1.51,1,3.36,"CHEV",7,61,""

